Survey Date,trigger_transaction_description,payment_type,trigger_system_name,client_region,price_plan_name,Customer Verbatiam,F_NPS_Score,TNPS,F_EFF_Score,F_FTF_Question,Voice / EServices,Call Type,Cust Age Bucket
02-08-2023 00:00,Modify,TopUp,Siebel_01,Central,RED Flexi 260,Because you gave data that i didn't ask for,7,Passive,7,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,65+
18-08-2023 00:00,Detailed Data Usage,Postpaid,TobiAssist_CC_C3D,Western,RED 600MB 50min,Cause the lady I spoke to was helpful,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Detailed Data Usage / Billing Enquiry,35 - 44
17-08-2023 00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,They have a very friendly customer service.,10,Promoter,10,"Yes, straight away",Voice,Missing Airtime / Billing Enquiry,25 - 34
18-08-2023 00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Data - Top Up,I received excellent service.,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Missing Airtime / Billing Enquiry,25 - 34
16-08-2023 00:00,Detailed Data Usage,Postpaid,TobiAssist_CC_C3D,Mpumalanga,RED VIP 12GB Unlimited,Very bad from vodacom to keep me on the phone for 30 min and then put the phone down.,3,Detractors,2,No,Voice,Detailed Data Usage / Billing Enquiry,35 - 44
17-08-2023 00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min,Consultant was very nice and helpful...I have logged a call like this before though which was fruitless so I'd like to see if this time the issue will be resolved,9,Promoter,9,Too early to tell,Voice,Wasp Service - Opt Out / Billing Enquiry,35 - 44
17-08-2023 00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,Friendly and helpful customer care agent,7,Passive,8,Too early to tell,Voice,Missing Airtime / Billing Enquiry,18 - 24
02-08-2023 00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Western,"RED 1,2GB 200min TopUp",Best person on client service desk,10,Promoter,10,"Yes, straight away",Voice,Missing Airtime / Billing Enquiry,65+
07-08-2023 00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 400min TopUp",No resolution of problems and only eccuses,3,Detractors,0,No,Voice,Missing Airtime / Billing Enquiry,65+
14-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,Vodacom is the best,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
18-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 75,The quick resolution from the consultant who assisted me and his level of professionalism and curtesy,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,44 - 54
18-08-2023 00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED 600MB 50min,He phoned me back on another phone and checked everything was fine before ending call,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54
14-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 140,Because he explained and answered all my questions,10,Promoter,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,44 - 54
14-08-2023 00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Data - Top Up,My sirm card was showing unknown numbers,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,18 - 24
18-08-2023 00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,RED Flexi 200,My consultant have time to assist me,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
19-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 100min TopUp",The person who helped me was good and patient,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
15-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,Data - Top Up,My reason was that I changed my number to a contract simcard now when someone is calling it doesn't show names or numbers now I've been charged R10 for that,5,Detractors,4,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34
17-08-2023 00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Kwazulu Natal,"RED 3,6GB 400min",Great service,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64
03-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 6GB 200min TopUp,It was wonderful service,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
18-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 140,Very bad experience with Vodacom on-line. Alvera at Vodacom Graaff Reinet service were excellent.,9,Promoter,9,"Yes, but I had to contact Vodacom more than once",Voice,Bonus Bundle / Product,55 - 64
02-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Top Up Data,The person I dealt with was very helpful,10,Promoter,10,Too early to tell,Voice,Promise to Pay / Billing Enquiry,25 - 34
03-08-2023 00:00,Networks,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,RED 6GB 600min,Zola the agent was very friendly and helpful,10,Promoter,8,Too early to tell,Voice,Networks / Product,35 - 44
01-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED Flexi 440,Understand the mang  of  ratings,10,Promoter,10,Too early to tell,Voice,Modify / Orders,18 - 24
15-08-2023 00:00,Modify,TopUp,Siebel_01,Western,RED Flexi 200,I got the best service from the guy who was helping me,10,Promoter,10,Too early to tell,Voice,Modify / Orders,25 - 34
15-08-2023 00:00,Modify,TopUp,Siebel_01,Western,RED 600MB 50min - TopUp,I got the best from the guy who helped me,10,Promoter,10,Too early to tell,Voice,Modify / Orders,25 - 34
01-08-2023 00:00,Migration,TopUp,Siebel_01,Mpumalanga,RED Flexi 260,Customer focus,10,Promoter,10,"Yes, straight away",Voice,Migration / Orders,55 - 64
08-08-2023 00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min,Good service,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44
02-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 6GB 800min - TopUp,Quick and efficient,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,18 - 24
03-08-2023 00:00,Modify,Postpaid,Siebel_01,Eastern,RED VIP 40GB Unlimited,Good service... efficient & proficient,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
15-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Limpopo,Data - Top Up,Not well adviced by the first person helped regarding the payment,10,Promoter,8,Too early to tell,Voice,Credit Note / Billing Enquiry,18 - 24
16-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,Vodacom helped me alot,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,18 - 24
12-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 200,All right ,10,Promoter,5,No,Voice,Modify / Orders,35 - 44
01-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED Flexi 75,You have a good customer service,10,Promoter,10,Too early to tell,Voice,Modify VAS / Billing Enquiry,35 - 44
18-08-2023 00:00,Invoice and Statement,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 260,Agent was very helpful and sorted my query to satisfaction - accessing the call centre was problematic and confusing - eventualy managed to get help via Tobi as he was able to link me with the agent that resolved my query,9,Promoter,9,"Yes, straight away",Voice,Invoice and Statement / Billing Enquiry,65+
01-08-2023 00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,"RED 1,2GB 200min TopUp",I had to call vodacom several times,8,Passive,5,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34
20-08-2023 00:00,PIN and PUK,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Data - Top Up,"Consultant was very effeciant,and helpfull,as well as insightfull",10,Promoter,10,"Yes, straight away",Voice,PIN and PUK / Product,44 - 54
11-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,The service was exceptional....,8,Passive,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
11-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 6GB 100min Top Up,Roaming.,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
07-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Data - Top Up,I was requested to restart my phone which was ok with me then after that I was told to switch off my phone for an hour which was a big convenience for me since I rely on my phone for my work and family.,0,Detractors,0,Too early to tell,Voice,Modify VAS / Billing Enquiry,44 - 54
07-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 200,I want help via my contact,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify VAS / Billing Enquiry,35 - 44
08-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Limpopo,Data - Top Up,I got helped,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,25 - 34
14-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Limpopo,Data - Top Up,I was help pretty easily but had to call 3 times and then try and resolve it through whatsup when they direct me there but overall was able to solve it in 1 day so easy enough to resolve and would recommend to others,7,Passive,8,"Yes, but I had to contact Vodacom more than once",Voice,Modify VAS / Billing Enquiry,44 - 54
01-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 2,4GB 100min Top Up",10,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44
02-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min - TopUp,My reason is  Daniel. He was so good he explain  every nice. 2me . He was good,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54
03-08-2023 00:00,Bank Details: Updated,TopUp,Siebel_01,Kwazulu Natal,RED Flexi 200,Because it's too early to tell,7,Passive,7,Too early to tell,Voice,Bank Details: Updated / Account,35 - 44
02-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,"RED 2,4GB 400min TopUp",Helpful friendly staff,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64
11-08-2023 00:00,Modify,Prepaid,Siebel_01,Kwazulu Natal,NXT LVL,8,9,Promoter,9,"Yes, straight away",Voice,Modify / Orders,NA
02-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Eastern,Data - Top Up,it because am happy with the vodacom service,9,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34
01-08-2023 00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Eastern,"RED 1,2GB 100min",My request was very thoroughly handled.,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34
14-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Limpopo,RED 600MB 50min - TopUp,Its for the best,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34
15-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,,"RED 1,2GB 100min TopUp",The person understand my concern and made it clear if I understand everything.,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44
01-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Limpopo,Data - Top Up,Prompt resolution of my challenge,10,Promoter,10,"Yes, straight away",Voice,Airtime Advance / Product,44 - 54
02-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,"Excellent caring lady, going more than the extra mile for me. Hold her close, a gem not to miss.",10,Promoter,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,55 - 64
01-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Western,"RED 1,2GB 200min TopUp",Ask the pupil i speak to,0,Detractors,0,No,Voice,Balance: Enquiry / Account,65+
17-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,"RED 1,2GB 100min TopUp",I didn't  have to ask another person to help me but she just nailed everything  perfectly  an it's was quick  thanx a lot keep it up vodacom,10,Promoter,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,25 - 34
02-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Western,RED Flexi 245 Monthly,The reason for my ratings is as follows: I don't normally have problems with Vodacom,7,Passive,7,"Yes, straight away",E-Service,Balance: Enquiry / Account,25 - 34
03-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,"RED 1,2GB 100min TopUp","Don't know why I should be charged an extra fee (CLIP) to see numbers. Ridiculous!!! It should be included as you are the service provider.

Good customer care.",7,Passive,9,"Yes, straight away",E-Service,Modify / Orders,35 - 44
01-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED Flexi 260,Waiting period too long,8,Passive,9,"Yes, but I had to contact Vodacom more than once",E-Service,Credit Note / Billing Enquiry,NA
02-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Kwazulu Natal,RED Flexi 140,10,10,Promoter,10,"Yes, straight away",E-Service,Balance: Enquiry / Account,65+
02-08-2023 00:00,Bill Profile: Enquiry,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 200min TopUp",Because I was helped with friendliness,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",E-Service,Bill Profile: Enquiry / Account,55 - 64
01-08-2023 00:00,Upgrade Order: Call Dropped,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 200min TopUp",Call ,5,Detractors,0,Too early to tell,E-Service,Upgrade Order: Call Dropped / Account,44 - 54
03-08-2023 00:00,Invoice and Statement,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,SMART S+,Aisha tried hard to fix something but the system wouldn't allow it,8,Passive,5,No,E-Service,Invoice and Statement / Billing Enquiry,NA
08-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,RED Flexi 140,Because it was very important for,8,Passive,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
10-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Limpopo,"RED 1,2GB 100min TopUp",Excellent,9,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34
01-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,"RED 1,2GB 100min TopUp",Okay,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,55 - 64
16-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 200min TopUp",Happy,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+
14-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 600MB 50min - TopUp,It took a minute,10,Promoter,8,"Yes, but I had to contact Vodacom more than once",Voice,Detailed Data Usage / Billing Enquiry,25 - 34
17-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,Data - Top Up,"I was impressed with Jacques who assisted me. I have never received such good, friendly and helpful service from Vodacom. I am more impressed with his service as the years of service with Vodacom in general",10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
15-08-2023 00:00,Modify,TopUp,Siebel_01,Western,RED 6GB 800min - TopUp,"Appreciate intervention and assistance from Jaque from customer care. He was outstanding , but the insurance division... very poor service delivery they don't seem to know what they are doing.",8,Passive,7,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54
12-08-2023 00:00,PIN and PUK,TopUp,TobiAssist_CC_MII,Kwazulu Natal,Red Flexi Zero,Fine,9,Promoter,9,Too early to tell,Voice,PIN and PUK / Product,NA
18-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Limpopo,RED 600MB 50min - TopUp,Because nothing has changed yet,10,Promoter,0,Too early to tell,Voice,Modify VAS / Billing Enquiry,25 - 34
18-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Mpumalanga,Data - Top Up,Is becouse he do what i want in time,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify VAS / Billing Enquiry,25 - 34
19-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,Data - Top Up,"First time we called the lady seemed to be focused on something else and not the call , secondly the call was after hours which was unusual, thirdly the lady who called late was the only one who was able to give clear indications as to what to do and comm",5,Detractors,6,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,35 - 44
18-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED Flexi 200,"Without any hesitation, the consultant just resolved all my issues. She was morethan care with me and patient. Thank You",10,Promoter,10,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34
17-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 200min TopUp",10,1,Detractors,2,No,Voice,Modify / Orders,25 - 34
14-08-2023 00:00,Networks,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 260,It is because i am certified the way she is willing to help  us about the problem we have,10,Promoter,10,"Yes, straight away",Voice,Networks / Product,44 - 54
07-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,"RED 1,2GB 100min TopUp",Fine,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Promise to Pay / Billing Enquiry,25 - 34
01-08-2023 00:00,PIN and PUK,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,RED 12GB 200min,Useless,0,Detractors,0,No,Voice,PIN and PUK / Product,35 - 44
01-08-2023 00:00,PIN and PUK,TopUp,TobiAssist_CC_C3D,Central,RED Flexi 75,Your agent was excellent solving my questions. Thank you,10,Promoter,10,"Yes, straight away",Voice,PIN and PUK / Product,65+
16-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED Flexi 75,I dunno,7,Passive,7,Too early to tell,Voice,Modify / Orders,44 - 54
16-08-2023 00:00,PIN and PUK,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED Flexi 440,Easy,10,Promoter,0,"Yes, but I had to contact Vodacom more than once",Voice,PIN and PUK / Product,35 - 44
18-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Western,Data - Top Up,No comment.,10,Promoter,9,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34
17-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",10/10,10,Promoter,10,Too early to tell,Voice,Modify / Orders,25 - 34
15-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 75,Extremely happy,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54
14-08-2023 00:00,Detailed Data Usage,Postpaid,TobiAssist_CC_C3D,Western,"RED 1,2GB 200min",Prompt and precise service,10,Promoter,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,65+
01-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,"RED 2,4GB 200min TopUp",I still can not get my invoice,10,Promoter,6,No,Voice,Modify / Orders,18 - 24
01-08-2023 00:00,Billing: WASP Complaint,TopUp,Siebel_01,Kwazulu Natal,RED Flexi 200,Can't get anyone responsible enough to make a complaint about your spurious billing policies,0,Detractors,0,"Yes, but I had to contact Vodacom more than once",Voice,Billing: WASP Complaint / Account,55 - 64
01-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED Flexi 200,"Everything was good but I feel cheated with my recent upgrade. The Vodacom shop assistent failed to point out salient points to me. It now cost me R80 extra per month due to her failure to alert me.
Thank you that I could speak to a human being, something",8,Passive,10,"Yes, straight away",Voice,Modify / Orders,65+
01-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,"I had to call 3 times before I had an assistant who could help me, Aadam Hendricks. I wish there were more Aadams working at Vodacom.",10,Promoter,2,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,55 - 64
11-08-2023 00:00,Contact Address Details: Updated,Postpaid,Siebel_01,Northern Gauteng,"RED 3,6GB 200min",Satisfied,9,Promoter,9,"Yes, straight away",Voice,Contact Address Details: Updated / Account,55 - 64
11-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED Flexi 200,He helped immediately,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
07-08-2023 00:00,Modify,TopUp,Siebel_01,Central,RED Flexi 140,I have been a client of v/com about 20yrs & always friendly &good service.thnx a mill.regards a very satisfied client.,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
21-08-2023 00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Limpopo,Power Pack Plan,i like the way you treat us and am enjoying your offers because they are valued,10,Promoter,10,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,NA
15-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED Flexi 140,Very satisfied with the help received,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,65+
15-08-2023 00:00,#!TransNameJourney!#,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 6GB 800min - TopUp,Excellent Service,10,Promoter,10,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,65+
02-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,You do not listen to your customers and what they ask for,6,Detractors,7,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,55 - 64
03-08-2023 00:00,Invoice and Statement,Postpaid,TobiAssist_CC_C3D,Mpumalanga,"RED 2,4GB 400min","Gabrialla was very proffesional, wise and super friendly. I would like to recomend a promotion for her. Well done lady.",10,Promoter,10,"Yes, straight away",Voice,Invoice and Statement / Billing Enquiry,65+
03-08-2023 00:00,Modify,TopUp,Siebel_01,Eastern,"RED 2,4GB 200min TopUp",? Meaning,7,Passive,8,Too early to tell,Voice,Modify / Orders,44 - 54
17-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 2,4GB 200min TopUp","Deal with agent that was professional,  friendly and for sure her knowledge was excellent",10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+
08-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,RED Flexi 75,My issue took time for it to get resolved after various calls made,10,Promoter,7,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54
11-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Eastern,"RED 1,2GB 100min TopUp",Good service. TOBI not that easy,9,Promoter,7,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44
07-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,Top Up Data,Excellent service n respected by consultant,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
05-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Limpopo,"RED 2,4GB 200min TopUp",The person who was assisting me was very friendly and she made my problem her priority and made sure it's resolved,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,18 - 24
07-08-2023 00:00,Modify,TopUp,Siebel_01,,RED 600MB 50min - TopUp,The lady that I was talking to she was very nice and she resolved my problem very fast,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
11-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Western,Top Up Data,"Exceptional customer service, patient, consultant was very helpful. I've been with Vodacom for over 20 years and Vodacom is the best network. I would recommend Vodacom to everyone.",10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Promise to Pay / Billing Enquiry,35 - 44
05-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,8,8,Passive,9,Too early to tell,Voice,Modify / Orders,18 - 24
05-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,Because Im happy with vodacom they keep their promise,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,18 - 24
01-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED Flexi 260,"Quick, clear and precise support for the query",8,Passive,8,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34
14-08-2023 00:00,Modify,Prepaid,Siebel_01,Mpumalanga,Prepaid150c,Very friendly consultant; convinient; quick and professional,10,Promoter,10,Too early to tell,Voice,Modify / Orders,NA
21-08-2023 00:00,WhatsApp Sync,TopUp,TobiAssist_CC_MII,Mpumalanga,On-biller uChoose Flexi 55,The consultant was more asking me question instead of resolving my problem,0,Detractors,0,No,Voice,WhatsApp Sync / Product,NA
15-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,Am still waiting for connection to be restored,10,Promoter,5,Too early to tell,Voice,Modify / Orders,25 - 34
18-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 200,"Malcom was a pleasure to deal with. Made double  sure I understood what was going on and how I could get things in order again. Will follow up tomorrow to check all went well. Highly recommend him. Well spoken, clear speech, NO BACKGROUND NOISES!!!!. It's",10,Promoter,10,"Yes, straight away",Voice,Airtime Advance / Product,65+
14-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 140,Too early to tell,9,Promoter,7,Too early to tell,Voice,Airtime Advance / Product,55 - 64
16-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,My queries were addressed and I was happy with the outcome.,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
16-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 260,"Malcom was amazing, so friendly and helpful",10,Promoter,8,"Yes, straight away",Voice,Bonus Bundle / Product,55 - 64
16-08-2023 00:00,Modify,TopUp,Siebel_01,Eastern,RED Flexi 200,"He was helpful and very friendly to me, he has knowledge of his job I don't doubt",10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
15-08-2023 00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED 12GB 200min,Na,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
01-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min - TopUp,The consultant was very sweet and helpful,10,Promoter,10,Too early to tell,Voice,Modify VAS / Billing Enquiry,25 - 34
02-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,Good help with pertion,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
02-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,9,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44
07-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Central,RED 600MB 50min - TopUp,The agent was very informative and he was able to help me with the issue I had with no trouble at all. Everything was done quick,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54
12-08-2023 00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED PREMIUM+,Great assistance and attitude,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
