Survey Date,trigger_transaction_description,payment_type,trigger_system_name,client_region,price_plan_name,tnps_generic_verbatim_answer,F_NPS_Score,F_EFF_Score,F_FTF_Question,Voice / EServices,Call Type,Cust Age Bucket,sentiment
2023-04-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Data - Top Up,It's a experience I have across,9,8,"Yes, but I had to contact Vodacom more than once",Voice,Promise to Pay / Billing Enquiry,35 - 44,0
2023-04-05 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 10GB 200min TopUp,,8,8,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,35 - 44,NaN
2023-04-05 00:00:00,Networks,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 390,Always satisfied by vodacom,10,10,Too early to tell,Voice,Networks / Product,55 - 64,0.5
2023-05-22 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,,RED 12GB 800min - TopUp,,0,,No,Voice,Modify VAS / Billing Enquiry,44 - 54,NaN
2023-04-05 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,"Sikelo I believe that was the Agents name, was very patient and polite and very professional. And pleasant through out my requests. Lovely. Thank you",10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.390833333
2023-04-08 00:00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 500MB 50min TopUp,"I was skeptical at first because my data does not last and I don't use internet all the time, only emails and WhatsApp but the person that I spoke to, Sikelelo was. Kind and helpful. I was",10,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,55 - 64,0.07
2023-04-06 00:00:00,Modify,Postpaid,Siebel_01,Western,RED VIP 15GB Unlimited,,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,NaN
2023-04-05 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Northern Gauteng,uChoose Flexi 230,,10,10,Too early to tell,Voice,Bonus Bundle / Product,18 - 24,NaN
2023-04-08 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 500MB 50min TopUp,,10,,,Voice,Modify / Orders,25 - 34,NaN
2023-04-05 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED 500MB 50min TopUp,"I want the setting for the vodacom because my phone not show data ,say say not connecting",0,0,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,35 - 44,0
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,Chwayita was patient loving she knows how to speak with clients  she's soo kind,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.6
2023-04-04 00:00:00,Modify,Prepaid,Siebel_01,Limpopo,NXT LVL,,10,,,Voice,Modify / Orders,,NaN
2023-04-04 00:00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED VIP 15GB Unlimited,Excellent service,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,1
2023-04-03 00:00:00,Modify,TopUp,Siebel_01,Limpopo,RED 3GB 200min TopUp,,10,,,Voice,Modify / Orders,44 - 54,NaN
2023-04-05 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Data - Top Up,The lady who helped me was very helpful 10/10 all round. Well done!,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64,-0.025
2023-04-05 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED 500MB 50min,I was assisted beautifully and my query was sorted quickly,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.591666667
2023-04-03 00:00:00,Modify,Prepaid,Siebel_01,Western,Power Pack Plan,,10,,,Voice,Modify / Orders,,NaN
2023-04-04 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 500MB 50min TopUp,"The call was answered very quickly, the lady understood my problem and sorted it out asap. Very good service, thank you.",10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64,0.671666667
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,Top Up Data,,10,10,Too early to tell,Voice,Modify / Orders,65+,NaN
2023-04-04 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 230,Good service,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+,0.7
2023-04-03 00:00:00,SIM Swap,TopUp,Siebel_01,Central,uChoose Flexi 125,,10,,"Yes, straight away",Voice,SIM Swap / Orders,55 - 64,NaN
2023-04-03 00:00:00,Modify,TopUp,Siebel_01,Eastern,RED 2GB 100min Top Up,"Very efficient,  professional and helpful service/assistance received.",10,10,Too early to tell,Voice,Modify / Orders,55 - 64,0.15
2023-04-03 00:00:00,3G Information,TopUp,"Morpheus II, Contact Centre",Mpumalanga,SMART TOP UP M+,"It took little while to resolve my issue, but it was resolved. 
However, network is giving us many challenges for the past few months",8,9,"Yes, straight away",Voice,3G Information / Product,44 - 54,-0.034375
2023-04-03 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED 2GB 200min,My consultant was very helpful and I was happy with him. My questions were answered perfectly. The best thing was that he was speaking clearly no funny accent and twangs.,9,9,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.575
2023-04-03 00:00:00,Modify,TopUp,Siebel_01,Limpopo,SMART TOP UP XS+,,10,10,Too early to tell,Voice,Modify / Orders,35 - 44,NaN
2023-04-05 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Eastern,RED 500MB 50min TopUp,She was kind and very helpful,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34,0.4
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,,9,9,"Yes, straight away",Voice,Modify / Orders,44 - 54,NaN
2023-04-05 00:00:00,Credit Note,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,RED VIP 15GB Unlimited,Great consultant,10,10,Too early to tell,Voice,Credit Note / Billing Enquiry,35 - 44,0.8
2023-04-05 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED 5GB 200min,All right,9,9,"Yes, straight away",Voice,Modify / Orders,65+,0.285714286
2023-04-03 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 175,Why is my bil so R1654 .79 for April,0,0,No,Voice,Airtime Advance / Product,55 - 64,0
2023-04-05 00:00:00,Modify,TopUp,Siebel_01,Eastern,uChoose Flexi 125,Got good response,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.7
2023-04-03 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Data - Top Up,,10,,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44,NaN
2023-04-05 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Top Up Data,Quick friendly and professional service,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,44 - 54,0.269444444
2023-04-03 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 230,Good service,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.7
2023-04-03 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Top Up Data,,10,,,Voice,Modify / Orders,65+,NaN
2023-04-06 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 125,,8,8,Too early to tell,Voice,Modify / Orders,44 - 54,NaN
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 500MB 50min TopUp,,0,0,No,Voice,Modify / Orders,44 - 54,NaN
2023-04-05 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,uChoose Flexi 175,,9,,"Yes, but I had to contact Vodacom more than once",Voice,Promise to Pay / Billing Enquiry,35 - 44,NaN
2023-04-05 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,SMART S+,Very competent and friendly staff.,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+,0.5125
2023-04-07 00:00:00,Modify VAS,Postpaid,TobiAssist_CC_C3D,Mpumalanga,RED 500MB 50min,,8,,,Voice,Modify VAS / Billing Enquiry,44 - 54,NaN
2023-04-03 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Limpopo,RED 1GB 100min TopUp,,9,,"Yes, straight away",Voice,Credit Note / Billing Enquiry,35 - 44,NaN
2023-04-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 500MB 50min TopUp,,10,7,Too early to tell,Voice,Promise to Pay / Billing Enquiry,25 - 34,NaN
2023-04-03 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,uChoose Flexi 175,"the call centre agent  Hope , was professional throughout my query She knew my problem immediately I apologise to her for keeping her waiting as I did not know my Vodacom account number She was so patient Her explanations were clear and my query was final",10,10,"Yes, straight away",Voice,Bonus Bundle / Product,65+,0.066666667
2023-04-05 00:00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 125,Best customer service l have received. Very impressive. Vodacom will be paradise if all agents were like Hope.,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,35 - 44,1
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,uChoose Flexi 125,,10,,"Yes, straight away",Voice,Modify / Orders,25 - 34,NaN
2023-04-06 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 1GB 100min TopUp,Agent was very nice and helpful,10,10,"Yes, straight away",Voice,Modify / Orders,18 - 24,0.78
2023-04-05 00:00:00,PIN and PUK,TopUp,TobiAssist_CC_MII,Western,uChoose Flexi 110,Luntu was send by God may he find a better position that guy is an example of customer service,10,10,"Yes, straight away",Voice,PIN and PUK / Product,,0.5
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Top Up Data,"Mainly because the Vodacom network has its cons, yes we are all affected by loadshedding but Vodacom complicates things since most of the time when electricity comes backs maybe after 2 hours than thats when the network will come back,im very disappointed",5,9,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54,-0.102777778
2023-04-05 00:00:00,Blacklisting: Blacklisted,TopUp,Siebel_01,Western,RED 500MB 50min TopUp,,4,,"Yes, but I had to contact Vodacom more than once",Voice,Blacklisting: Blacklisted / Device,55 - 64,NaN
2023-04-03 00:00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Eastern,uChoose Flexi 125,Good service from the young man who serviced my quiry,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,65+,0.4
2023-04-05 00:00:00,Bonus Bundle,Postpaid,TobiAssist_CC_C3D,Central,RED 1GB 200min,Good service from consultant,9,9,Too early to tell,Voice,Bonus Bundle / Product,25 - 34,0.7
2023-04-05 00:00:00,Displays the Ringback tones details from On mobile,TopUp,ICAP_Prepaid_CallCentre,Southern Gauteng,Red Flexi Zero,,10,10,"Yes, straight away",Voice,Displays the Ringback tones details from On mobile / Service,,NaN
2023-04-03 00:00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 390,,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,35 - 44,NaN
2023-04-05 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,uChoose Flexi 125,The lady who helped me wash wonderful.,10,1,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+,1
2023-04-03 00:00:00,Modify,TopUp,Siebel_01,Western,Data - Top Up,Vodacom is great and tops,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.8
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 175,Everything went smoothly  I can recommend others to use Vodacom  and to say thank you  to the agent who was helping me she was very kind,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.59
2023-04-08 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Mpumalanga,Prepaid150c,Vodacom treat me good,10,10,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,,0.7
2023-04-08 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED 1GB 100min TopUp,Good service,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.7
2023-04-05 00:00:00,Modify,Postpaid,Siebel_01,Western,RED 500MB 50min,Bcz I feel very happy for my assistance it was good to me,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.85
2023-04-06 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 125,,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-04-06 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,RED 2GB 800min TopUp,Enquiry perfectly sorted.,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,1
2023-04-04 00:00:00,Unlock Account in Arrears,TopUp,TobiAssist_CC_C3D,Eastern,Topup Collections,,10,,Too early to tell,Voice,Unlock Account in Arrears / Billing Enquiry,35 - 44,NaN
2023-04-08 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,Friendly staff member,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.375
2023-04-06 00:00:00,Authentication: Enquiry,TopUp,Siebel_01,Kwazulu Natal,RED 2GB 200min TopUp,Good service I have received ever since I joined vodacom,10,10,"Yes, straight away",Voice,Authentication: Enquiry / General,44 - 54,0.7
2023-04-03 00:00:00,Authentication: Enquiry,TopUp,Siebel_01,Northern Gauteng,Top Up Data,"I only received satisfactory service and help with the last call, refuting all other assistance in the past. I'm happy with the last lady who helped me. She's well informed.",10,10,"Yes, straight away",Voice,Authentication: Enquiry / General,25 - 34,0.070833333
2023-04-05 00:00:00,Invoice and Statement,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 500MB 50min TopUp,Because the person who helped me was very nice,10,10,"Yes, straight away",Voice,Invoice and Statement / Billing Enquiry,25 - 34,0.78
2023-04-05 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Western,uChoose Flexi 230,All right ,10,10,"Yes, straight away",Voice,Balance: Enquiry / Account,44 - 54,0.285714286
2023-04-06 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 3GB 600min TopUp,,0,2,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54,NaN
2023-04-05 00:00:00,Modify,TopUp,Siebel_01,Limpopo,RED 3GB 200min TopUp,,9,9,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-04-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 1GB 100min TopUp,I've being using vodacom since I had my first phone,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0.25
2023-04-08 00:00:00,Modify,Prepaid,Siebel_01,Kwazulu Natal,Power Pack Plan,The caller ID number is R9. 99 that is the reason. why?,10,8,"Yes, straight away",Voice,Modify / Orders,,0
2023-04-06 00:00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Central,RED 10GB 800min,,10,6,Too early to tell,Voice,Wasp Service - Opt Out / Billing Enquiry,65+,NaN
2023-04-03 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED VIP 30GB Unlimited,I first call the call centre Agent drop the call or network the second time call centre agent handle my call professional the call dropped and then he called again,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,55 - 64,0.116666667
2023-08-10 00:00:00,Handset: Enquiry,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,,10,10,"Yes, straight away",Voice,Handset: Enquiry / Device,35 - 44,NaN
2023-08-07 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 3,6GB 200min TopUp",Vodacom is doing/applying unnecessary stuff without my request. Thereby complicating usage of my phone,10,7,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,55 - 64,-0.4
2023-08-11 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Eastern,"RED 1,2GB 100min TopUp",Satisfied.,10,10,"Yes, straight away",Voice,Upgrade Order: Enquiry / Account,55 - 64,0.5
2023-08-10 00:00:00,Bill Profile: Enquiry,TopUp,Siebel_01,Limpopo,Data - Top Up,,10,,,Voice,Bill Profile: Enquiry / Account,25 - 34,NaN
2023-08-10 00:00:00,Details: Enquiry,TopUp,Siebel_01,Eastern,RED Flexi 260,Well service was excellent ,10,10,"Yes, straight away",Voice,Details: Enquiry / Account,55 - 64,1
2023-08-10 00:00:00,Handset: Enquiry,TopUp,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min TopUp",Great work keep up the great work,10,10,No,Voice,Handset: Enquiry / Device,25 - 34,0.8
2023-08-10 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,,10,,"Yes, straight away",Voice,Balance: Enquiry / Account,35 - 44,NaN
2023-03-29 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,,0,1,No,Voice,Balance: Enquiry / Account,25 - 34,NaN
2023-03-29 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Western,uChoose Flexi 230,"Great service,thank you",10,10,Too early to tell,Voice,Upgrade Order: Enquiry / Account,44 - 54,0.8
2023-03-29 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Limpopo,Data - Top Up,"Your call center agents dont listen, instead of handling my request they do as they are pleased.",0,0,No,Voice,Balance: Enquiry / Account,25 - 34,0.2
2023-03-28 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 500MB 50min TopUp,I'm satisfied,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34,0.5
2023-03-31 00:00:00,Hybrid2Post,TopUp,Siebel_01,Mpumalanga,RED 1GB 200min TopUp,Hidden information and incompetent staff that struggles to sell your products with all the cost and you as a customer get a surprise and am still not happy with my issue,0,0,Too early to tell,Voice,Hybrid2Post / Orders,35 - 44,-0.305555556
2023-03-28 00:00:00,Bonus Bundle,Postpaid,TobiAssist_CC_C3D,Western,RED 3GB 800min,"The consultant was pelite, understood my request and executed quickly.",10,10,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44,0.333333333
2023-03-27 00:00:00,Cancellation Order: Enquiry,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,Poor record-keeping and turnaround time to resolve issues,0,0,No,Voice,Cancellation Order: Enquiry / Account,,-0.4
2023-03-31 00:00:00,Bill Profile: Enquiry,TopUp,Siebel_01,Kwazulu Natal,RED 500MB 50min TopUp,All my concerns were attended to,8,8,"Yes, straight away",Voice,Bill Profile: Enquiry / Account,25 - 34,0
2023-03-28 00:00:00,Cancellation Order: Enquiry,TopUp,Siebel_01,Mpumalanga,Data - Top Up,,10,10,"Yes, straight away",Voice,Cancellation Order: Enquiry / Account,35 - 44,NaN
2023-03-29 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 230,"Prompt replies, but took a while... however very happy!",10,8,"Yes, but I had to contact Vodacom more than once",Voice,Upgrade Order: Enquiry / Account,65+,1
2023-03-29 00:00:00,Balance: Enquiry,Postpaid,Siebel_01,Eastern,SMART S+,For the reason that my contract amount is being increased... I don't need anymore data and feel that my contract amount should stay the same for duration of contract...,8,6,"Yes, but I had to contact Vodacom more than once",Voice,Balance: Enquiry / Account,65+,0
2023-08-21 00:00:00,Cannot Connect: Assisted,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",I was very frustrated with my account but the consultant did assist me,10,10,"Yes, straight away",Voice,Cannot Connect: Assisted / Network,44 - 54,-0.91
2023-08-21 00:00:00,Router: Enquiry,TopUp,Siebel_01,Eastern,"RED 3,6GB 200min TopUp",Consultant was excellent in helping us with our problem and giving us advice,10,10,"Yes, straight away",Voice,Router: Enquiry / Device,44 - 54,1
2023-08-21 00:00:00,Details: Enquiry,Postpaid,Siebel_01,Eastern,RED 600MB 50min,Satisfied,9,9,Too early to tell,Voice,Details: Enquiry / Account,44 - 54,0.5
2023-07-13 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Kwazulu Natal,RED 600MB 50min - TopUp,,5,,"Yes, but I had to contact Vodacom more than once",Voice,Balance: Enquiry / Account,25 - 34,NaN
2023-07-12 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Kwazulu Natal,RED VIP 20GB Unlimited,The consultant i delt with was friendly and helpful she went the extra mile and called me back as promised she kept her word that is a big thing for me,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0.09375
2023-07-10 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,The person who helped me was so nice ,10,10,"Yes, straight away",Voice,Balance: Enquiry / Account,55 - 64,0.6
2023-07-10 00:00:00,Cancellation Order: Enquiry,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,,0,0,No,Voice,Cancellation Order: Enquiry / Account,,NaN
2023-07-13 00:00:00,Bank Details: Updated,Postpaid,Siebel_01,Western,SMART S+,Good fast service,10,10,"Yes, straight away",Voice,Bank Details: Updated / Account,55 - 64,0.45
2023-07-14 00:00:00,Cannot Connect: Assisted,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 100min Top Up",Because the consultant I was speaking with was professional and very friendly and she managed to check for me what was the problem and further gave me the steps to follow in fixing the problem,10,10,"Yes, straight away",Voice,Cannot Connect: Assisted / Network,35 - 44,0.195833333
2023-07-10 00:00:00,#!TransNameJourney!#,Postpaid,TobiAssist_CC_C3D,Eastern,"RED 1,2GB 200min","Lady was easy and friendly, helpfull with my request.",10,10,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,55 - 64,0.404166667
2023-07-13 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED Flexi 75,Good service,10,10,"Yes, straight away",Voice,Upgrade Order: Enquiry / Account,65+,0.7
2023-07-13 00:00:00,Roaming: Activated,Postpaid,Siebel_01,Eastern,"RED 3,6GB 200min",Excellent professional service,10,10,"Yes, straight away",Voice,Roaming: Activated / Account,65+,0.55
2023-07-10 00:00:00,Networks,TopUp,TobiAssist_CC_C3D,Limpopo,"RED 2,4GB 200min TopUp",Vodacom can not deliver a stable sufficient network,0,0,No,Voice,Networks / Product,35 - 44,0
2023-07-10 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED VIP 20GB Unlimited,,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,NaN
2023-06-13 00:00:00,Cancellation Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,"I've been querying this problem since March 2023 and instead of helping me, Vodacom suspended my contract and I still don't know where I stand with Vodacom and I haven't enjoyed any benefits  from Vodacom. I've had two phones stolen and could not make a c",0,0,No,Voice,Cancellation Order: Enquiry / Account,65+,0.5
2023-06-13 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 230,All right,5,5,"Yes, but I had to contact Vodacom more than once",Voice,Balance: Enquiry / Account,44 - 54,0.285714286
2023-06-13 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Mpumalanga,Data - Top Up,I was helped very well,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34,0.2
2023-06-13 00:00:00,Modify,Postpaid,Siebel_01,Western,"RED 2,4GB 200min","I dealt with Feroze, she was excellent. However i was unhappy at the amount of times i had to try and contact you and the confusing options",5,5,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54,0.033333333
2023-06-15 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,SMART TOP UP XS+,I received great service. The agent was nice and explained everything in detail in a manner that I understood,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34,0.7
2023-03-18 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 125,"I had to express my point, as the agent was reluctant to check history.",6,4,"Yes, straight away",Voice,Balance: Enquiry / Account,55 - 64,0
2023-03-19 00:00:00,Cannot Connect: Assisted,TopUp,Siebel_01,Western,Data - Top Up,,10,,,Voice,Cannot Connect: Assisted / Network,18 - 24,NaN
2023-03-15 00:00:00,Bill Profile: Enquiry,TopUp,Siebel_01,Northern Gauteng,RED 3GB 200min TopUp,,10,10,Too early to tell,Voice,Bill Profile: Enquiry / Account,25 - 34,NaN
2023-03-16 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Northern Gauteng,uChoose Flexi 175,Yes,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,55 - 64,0
2023-03-16 00:00:00,General: Enquiry,TopUp,Siebel_01,Limpopo,uChoose Flexi 65,"Contract agreement has changed  without my intervention. I took an unlimited data deal but now it's no longer unlimited,  intsead am getting 600 GB of data monthly. Something to do with ""pay usage policy "" . I was paying R399 for an unlimited data, now st",8,10,Too early to tell,Voice,General: Enquiry / SIM,25 - 34,0
2023-03-16 00:00:00,New Order: Enquiry,Prepaid,Siebel_01,Kwazulu Natal,Prepaid150c,Because they help us easy,10,10,"Yes, straight away",Voice,New Order: Enquiry / Account,,0.433333333
2023-03-16 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 230,Your system keep rebooting and then the call was died on me.,10,0,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,35 - 44,0
2023-03-15 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 125,Service was excellent,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,1
2023-03-15 00:00:00,Bank Details: Updated,Postpaid,Siebel_01,Southern Gauteng,RED 3GB 600min,Good assistant,10,10,"Yes, straight away",Voice,Bank Details: Updated / Account,25 - 34,0.7
2023-03-13 00:00:00,Handset: Assisted,TopUp,Siebel_01,Southern Gauteng,Smart Top Up Data 1GB,,7,,"Yes, straight away",Voice,Handset: Assisted / Device,35 - 44,NaN
2023-03-17 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,I'm Happy with Vodacom.,8,10,"Yes, but I had to contact Vodacom more than once",Voice,Balance: Enquiry / Account,44 - 54,0.8
2023-07-24 00:00:00,PIN and PUK,Postpaid,TobiAssist_CC_MII,Western,Enterprise Bundles BFR All Bearers,Effectively and efficiently done,10,10,"Yes, straight away",Voice,PIN and PUK / Product,,0.6
2023-07-24 00:00:00,Cannot Connect: Assisted,Postpaid,Siebel_01,Southern Gauteng,"RED 3,6GB 600min",I've been with Vodacom since 1994. The service is probably the best. Only problem that I've got is my monthly bill.,8,6,Too early to tell,Voice,Cannot Connect: Assisted / Network,65+,0.5
2023-07-24 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED Flexi 140,"The consultation was very knowledgeable, patient and assisted promptly. She was ready to answer all questions and made sure to double check where doubtful.",9,10,Too early to tell,Voice,Modify / Orders,35 - 44,0.02
2023-07-24 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Mpumalanga,RED 600MB 50min - TopUp,I was being saved good,10,10,"Yes, straight away",Voice,Balance: Enquiry / Account,35 - 44,0.7
2023-07-24 00:00:00,Cannot Connect: Assisted,Postpaid,Siebel_01,Kwazulu Natal,"RED 1,2GB 200min",,8,8,"Yes, but I had to contact Vodacom more than once",Voice,Cannot Connect: Assisted / Network,44 - 54,NaN
